Scenario,Year,Portfolio Return (Nominal),Portfolio Return (Real),Nominal Value,Real Value
Scenario 18,1946,0.17748,0.1106206376155443,1.268294709225661,1.1717104419918838
Scenario 18,1947,0.07745,0.026142857142857023,1.3665241344551884,1.2023423006896714
Scenario 18,1948,0.12345,0.13376728226864465,1.5352215388536814,1.3631763626095583
Scenario 18,1949,-0.05304,-0.08417794970986459,1.4537933884328822,1.2484269713121348
Scenario 18,1950,0.029720000000000003,-0.02865767380435813,1.4970001279371075,1.2126499583997088
Scenario 18,1951,0.04102999999999999,0.08080357142857131,1.558422043186367,1.3106364059311137
Scenario 18,1952,0.03747,-0.013530474469906073,1.6168161171445599,1.2929028735013333
Scenario 18,1953,0.10266,0.0988141504733433,1.7827984597306203,1.420659972590912
Scenario 18,1954,0.010520000000000002,-0.040159574468084935,1.8015534995269866,1.3636068726278197
Scenario 18,1955,0.03309,0.03360680340170075,1.8611669048263346,1.4094333407134307
Scenario 18,1956,0.005899999999999999,0.05021925245353942,1.87214778956481,1.480214029467154
Scenario 18,1957,0.19938,0.24300963830448774,2.245416615848242,1.8399203053811954
Scenario 18,1958,0.05800000000000001,0.02529314856090714,2.3756507795674398,1.8864576830054316
Scenario 18,1959,-0.018429999999999995,-0.05654555940023065,2.331867535700012,1.7797868780350266
Scenario 18,1960,0.13581000000000001,0.1428959549205071,2.6485584657234305,2.0341112235268297
Scenario 18,1961,-0.05094000000000001,-0.10084320227380394,2.513640897479479,1.8289849339652988
Scenario 18,1962,0.17366,0.2181214322781524,2.950159775735765,2.227925747376972
Scenario 18,1963,-0.05819,-0.08330737784699249,2.778489978385701,2.0423230953251954
Scenario 18,1964,-0.08698,-0.0698655256723717,2.5368169200657125,1.8996351186774754
Scenario 18,1965,0.10207,0.09778862436497637,2.7957498230968194,2.085397823728344
Scenario 18,1966,0.08045,0.04704913266789412,3.0206678963649582,2.1835139826022765
Scenario 18,1967,0.11705000000000002,0.12198674166331869,3.374237073634477,2.4498737387162244
Scenario 18,1968,0.06411000000000001,0.04879755568697042,3.5905594124251836,2.5694215889072756
Scenario 18,1969,0.00939,-0.05690927777258714,3.624274765307856,2.4231976619892692
Scenario 18,1970,-0.013679999999999994,-0.02043897109941395,3.5746946865184444,2.373669995007703
Scenario 18,1971,0.05256,-0.010193718262177853,3.7625806392418535,2.3494734718312094
Scenario 18,1972,0.01782,0.033529650690495405,3.829629826233143,2.428250496648295
Scenario 19,1944,-0.037200000000000004,-0.031095904196437596,0.9628,0.9689040958035624
Scenario 19,1945,-0.007000000000000006,-0.013804747244016147,0.9560604,0.9555286196573022
Scenario 19,1946,0.17748,0.1106206376155443,1.1257419997920002,1.061229804823694
Scenario 19,1947,0.07745,0.026142857142857023,1.2129307176758906,1.0889733840069418
Scenario 19,1948,0.12345,0.13376728226864465,1.3626670147729794,1.2346423940484395
Scenario 19,1949,-0.05304,-0.08417794970986459,1.2903911563094206,1.1307127286925631
Scenario 19,1950,0.029720000000000003,-0.02865767380435813,1.3287415814749366,1.098309132147256
Scenario 19,1951,0.04102999999999999,0.08080357142857131,1.3832598485628531,1.187056432557369
Scenario 19,1952,0.03747,-0.013530474469906073,1.4350905950885031,1.1709949958023136
Scenario 19,1953,0.10266,0.0988141504733433,1.582416995580289,1.2867058715210553
Scenario 19,1954,0.010520000000000002,-0.040159574468084935,1.5990640223737937,1.2350323112551833
Scenario 19,1955,0.03309,0.03360680340170075,1.6519770508741427,1.2765377993342844
Scenario 19,1956,0.005899999999999999,0.05021925245353942,1.6617237154743,1.3406445733455383
Scenario 19,1957,0.19938,0.24300963830448774,1.9930381898655662,1.6664341262091118
Scenario 19,1958,0.05800000000000001,0.02529314856090714,2.108634404877769,1.7085834921302843
Scenario 19,1959,-0.018429999999999995,-0.05654555940023065,2.0697722727958716,1.6119706827857778
Scenario 19,1960,0.13581000000000001,0.1428959549205071,2.3508680451642787,1.8423147728063134
Scenario 19,1961,-0.05094000000000001,-0.10084320227380394,2.2311148269436103,1.6565298515201892
Scenario 19,1962,0.17366,0.2181214322781524,2.6185702277906375,2.017854515345288
Scenario 19,1963,-0.05819,-0.08330737784699249,2.4661956262355003,1.8497523467951582
Scenario 19,1964,-0.08698,-0.0698655256723717,2.2516859306655364,1.7205184267226112
Scenario 19,1965,0.10207,0.09778862436497637,2.4815155136085676,1.8887655568664088
Scenario 19,1966,0.08045,0.04704913266789412,2.6811534366783767,1.9776303381299654
Scenario 19,1967,0.11705000000000002,0.12198674166331869,2.994982446441581,2.218875019292967
Scenario 19,1968,0.06411000000000001,0.04879755568697042,3.186990771082951,2.327150696609343
Scenario 19,1969,0.00939,-0.05690927777258714,3.21691661442342,2.194714231197332
Scenario 19,1970,-0.013679999999999994,-0.02043897109941395,3.1729091951381077,2.1498565304544175
Scenario 19,1971,0.05256,-0.010193718262177853,3.3396773024345663,2.127941498678862
Scenario 19,1972,0.01782,0.033529650690495405,3.39919035196395,2.1992906338193734
Scenario 19,1973,0.11124999999999999,0.05712519025875196,3.7773502786199398,2.324925529710596
Scenario 20,1945,-0.007000000000000006,-0.013804747244016147,0.993,0.9861952527559839
Scenario 20,1946,0.17748,0.1106206376155443,1.16923764,1.0952888004292736
Scenario 20,1947,0.07745,0.026142857142857023,1.259795095218,1.1239227790690673
Scenario 20,1948,0.12345,0.13376728226864465,1.4153167997226621,1.2742668747049588
Scenario 20,1949,-0.05304,-0.08417794970986459,1.3402483966653722,1.1670017018090986
Scenario 20,1950,0.029720000000000003,-0.02865767380435813,1.380080579014267,1.1335581477095227
Scenario 20,1951,0.04102999999999999,0.08080357142857131,1.436705285171222,1.225153694466408
Scenario 20,1952,0.03747,-0.013530474469906073,1.4905386322065877,1.2085767836817192
Scenario 20,1953,0.10266,0.0988141504733433,1.643557328188916,1.3280012718430338
Scenario 20,1954,0.010520000000000002,-0.040159574468084935,1.6608475512814636,1.274669305872742
Scenario 20,1955,0.03309,0.03360680340170075,1.7158049967533673,1.3175068666373897
Scenario 20,1956,0.005899999999999999,0.05021925245353942,1.7259282462342123,1.3836710765823244
Scenario 20,1957,0.19938,0.24300963830448774,2.0700438199683897,1.7199164844349761
Scenario 20,1958,0.05800000000000001,0.02529314856090714,2.1901063615265564,1.7634185875881432
Scenario 20,1959,-0.018429999999999995,-0.05654555940023065,2.149742701283622,1.663705097096207
Scenario 20,1960,0.13581000000000001,0.1428959549205071,2.441699257544951,1.9014418256518846
Scenario 20,1961,-0.05094000000000001,-0.10084320227380394,2.317319097365611,1.7096943430158005
Scenario 20,1962,0.17366,0.2181214322781524,2.719744731814123,2.082615321872262
Scenario 20,1963,-0.05819,-0.08330737784699249,2.5614827858698592,1.9091181003431135
Scenario 20,1964,-0.08698,-0.0698655256723717,2.338685013154899,1.7757365606920021
Scenario 20,1965,0.10207,0.09778862436497637,2.577394592447619,1.9493833961966673
Scenario 20,1966,0.08045,0.04704913266789412,2.7847459874100298,2.0411001942249145
Scenario 20,1967,0.11705000000000002,0.12198674166331869,3.110700505236374,2.290087356326779
Scenario 20,1968,0.06411000000000001,0.04879755568697042,3.3101275146270783,2.401838021625162
Scenario 20,1969,0.00939,-0.05690927777258714,3.341209611989427,2.2651511544877345
Scenario 20,1970,-0.013679999999999994,-0.02043897109941395,3.2955018644974112,2.2188537955053556
Scenario 20,1971,0.05256,-0.010193718262177853,3.468713442495395,2.19623542504901
Scenario 20,1972,0.01782,0.033529650690495405,3.530525916040663,2.269874431684995
Scenario 20,1973,0.11124999999999999,0.05712519025875196,3.9232969242001867,2.399541440458477
Scenario 20,1974,0.05993,-0.025530936839201823,4.158420108867504,2.3382788994990844
Scenario 21,1946,0.17748,0.1106206376155443,1.17748,1.1106206376155443
Scenario 21,1947,0.07745,0.026142857142857023,1.2686758260000002,1.1396554342846363
Scenario 21,1948,0.12345,0.13376728226864465,1.4252938567197002,1.292104044451584
Scenario 21,1949,-0.05304,-0.08417794970986459,1.3496962705592874,1.183337375177826
Scenario 21,1950,0.029720000000000003,-0.02865767380435813,1.3898092437203093,1.1494256786794745
Scenario 21,1951,0.04102999999999999,0.08080357142857131,1.4468331169901536,1.2423033786084856
Scenario 21,1952,0.03747,-0.013530474469906073,1.5010459538837746,1.2254944244603454
Scenario 21,1953,0.10266,0.0988141504733433,1.6551433315094828,1.3465906149232132
Scenario 21,1954,0.010520000000000002,-0.040159574468084935,1.6725554393569626,1.29251210884518
Scenario 21,1955,0.03309,0.03360680340170075,1.7279002988452845,1.3359493091814576
Scenario 21,1956,0.005899999999999999,0.05021925245353942,1.7380949106084718,1.403039684804373
Scenario 21,1957,0.19938,0.24300963830448774,2.084636273885589,1.7439918511355261
Scenario 21,1958,0.05800000000000001,0.02529314856090714,2.2055451777709534,1.7881028961153085
Scenario 21,1959,-0.018429999999999995,-0.05654555940023065,2.164896980144635,1.686993617589296
Scenario 21,1960,0.13581000000000001,0.1428959549205071,2.4589116390180776,1.928058181519519
Scenario 21,1961,-0.05094000000000001,-0.10084320227380394,2.333654680126497,1.7336266203248836
Scenario 21,1962,0.17366,0.2181214322781524,2.7389171518772644,2.11176774178568
Scenario 21,1963,-0.05819,-0.08330737784699249,2.5795395628095266,1.9358419085956502
Scenario 21,1964,-0.08698,-0.0698655256723717,2.3551712116363537,1.8005932960330078
Scenario 21,1965,0.10207,0.09778862436497637,2.595563537208076,1.9766708374928743
Scenario 21,1966,0.08045,0.04704913266789412,2.8043766237764656,2.069671485966834
Scenario 21,1967,0.11705000000000002,0.12198674166331869,3.1326289075895013,2.322143966853407
Scenario 21,1968,0.06411000000000001,0.04879755568697042,3.3334617468550647,2.4354589163890985
Scenario 21,1969,0.00939,-0.05690927777258714,3.3647629526580336,2.296858708412587
Scenario 21,1970,-0.013679999999999994,-0.02043897109941395,3.3187329954656715,2.249913279651905
Scenario 21,1971,0.05256,-0.010193718262177853,3.493165601707347,2.226978297564801
Scenario 21,1972,0.01782,0.033529650690495405,3.5554138127297716,2.301648101977463
Scenario 21,1973,0.11124999999999999,0.05712519025875196,3.950953599395959,2.433130187711621
Scenario 21,1974,0.05993,-0.025530936839201823,4.187734248607759,2.3710100945676005
Scenario 21,1975,-0.07334,-0.004768553324025371,3.880605818814866,2.3597038064998523
Scenario 22,1947,0.07745,0.026142857142857023,1.07745,1.026142857142857
Scenario 22,1948,0.12345,0.13376728226864465,1.2104612025,1.1634071983622392
Scenario 22,1949,-0.05304,-0.08417794970986459,1.1462583403194002,1.065473965726408
Scenario 22,1950,0.029720000000000003,-0.02865767380435813,1.1803251381936928,1.0349399603695848
Scenario 22,1951,0.04102999999999999,0.08080357142857131,1.22875387861378,1.1185668053815914
Scenario 22,1952,0.03747,-0.013530474469906073,1.2747952864454382,1.1034320657784913
Scenario 22,1953,0.10266,0.0988141504733433,1.4056657705519269,1.212466767963439
Scenario 22,1954,0.010520000000000002,-0.040159574468084935,1.4204533744581334,1.163774618505333
Scenario 22,1955,0.03309,0.03360680340170075,1.4674561766189531,1.202885363313331
Scenario 22,1956,0.005899999999999999,0.05021925245353942,1.476114168061005,1.2632933670462305
Scenario 22,1957,0.19938,0.24300963830448774,1.7704218108890084,1.5702858312445935
Scenario 22,1958,0.05800000000000001,0.02529314856090714,1.873106275920571,1.6100033040573507
Scenario 22,1959,-0.018429999999999995,-0.05654555940023065,1.838584927255355,1.5189647665932082
Scenario 22,1960,0.13581000000000001,0.1428959549205071,2.088283146225905,1.7360186874061498
Scenario 22,1961,-0.05094000000000001,-0.10084320227380394,1.9819060027571573,1.5609530037609478
Scenario 22,1962,0.17366,0.2181214322781524,2.326083799195965,1.90143030866017
Scenario 22,1963,-0.05819,-0.08330737784699249,2.190728982920752,1.7430271354868936
Scenario 22,1964,-0.08698,-0.0698655256723717,2.000179375986305,1.6212496284048936
Scenario 22,1965,0.10207,0.09778862436497637,2.204337684893227,1.7797893993188374
Scenario 22,1966,0.08045,0.04704913266789412,2.381676651642887,1.863526946888301
Scenario 22,1967,0.11705000000000002,0.12198674166331869,2.660451903717687,2.090852527140997
Scenario 22,1968,0.06411000000000001,0.04879755568697042,2.8310134752650282,2.1928810197674027
Scenario 22,1969,0.00939,-0.05690927777258714,2.8575966917977667,2.0680857446912255
Scenario 22,1970,-0.013679999999999994,-0.02043897109941395,2.8185047690539733,2.0258161999243716
Scenario 22,1971,0.05256,-0.010193718262177853,2.96664537971545,2.0051656003313867
Scenario 22,1972,0.01782,0.033529650690495405,3.019511000381979,2.0723981024870954
Scenario 22,1973,0.11124999999999999,0.05712519025875196,3.3554315991744743,2.1907842383835474
Scenario 22,1974,0.05993,-0.025530936839201823,3.5565226149130007,2.1348514643650582
Scenario 22,1975,-0.07334,-0.004768553324025371,3.2956872463352815,2.1246713113183597
Scenario 22,1976,0.14044,0.14261096082556857,3.7585335632106083,2.4276727284639916
Scenario 23,1948,0.12345,0.13376728226864465,1.12345,1.1337672822686446
Scenario 23,1949,-0.05304,-0.08417794970986459,1.063862212,1.038329076999145
Scenario 23,1950,0.029720000000000003,-0.02865767380435813,1.09548019694064,1.0085729810089232
Scenario 23,1951,0.04102999999999999,0.08080357142857131,1.1404277494211144,1.090069279920805
Scenario 23,1952,0.03747,-0.013530474469906073,1.1831595771919234,1.0753201253584075
Scenario 23,1953,0.10266,0.0988141504733433,1.3046227393864462,1.1815769700325875
Scenario 23,1954,0.010520000000000002,-0.040159574468084935,1.3183473706047917,1.1341253417147896
Scenario 23,1955,0.03309,0.03360680340170075,1.3619714850981044,1.1722396691066852
Scenario 23,1956,0.005899999999999999,0.05021925245353942,1.3700071168601833,1.2311086689856074
Scenario 23,1957,0.19938,0.24300963830448774,1.6431591358197668,1.5302799413493193
Scenario 23,1958,0.05800000000000001,0.02529314856090714,1.7384623656973133,1.568985539245644
Scenario 23,1959,-0.018429999999999995,-0.05654555940023065,1.7064225042975119,1.4802663742381266
Scenario 23,1960,0.13581000000000001,0.1428959549205071,1.9381717446061568,1.6917904513216004
Scenario 23,1961,-0.05094000000000001,-0.10084320227380394,1.8394412759359193,1.5211848846340863
Scenario 23,1962,0.17366,0.2181214322781524,2.158878647914951,1.8529879104303493
Scenario 23,1963,-0.05819,-0.08330737784699249,2.03325349939278,1.698620346430219
Scenario 23,1964,-0.08698,-0.0698655256723717,1.8564011100155962,1.5799453430090855
Scenario 23,1965,0.10207,0.09778862436497637,2.045883971314888,1.7344460246737947
Scenario 23,1966,0.08045,0.04704913266789412,2.2104753368071703,1.8160502057939736
Scenario 23,1967,0.11705000000000002,0.12198674166331869,2.4692114749804497,2.0375842530957797
Scenario 23,1968,0.06411000000000001,0.04879755568697042,2.6275126226414467,2.137013384153115
Scenario 23,1969,0.00939,-0.05690927777258714,2.65218496616805,2.015397495870609
Scenario 23,1970,-0.013679999999999994,-0.02043897109941395,2.6159030758308712,1.9742048446986784
Scenario 23,1971,0.05256,-0.010193718262177853,2.7533949414965417,1.9540803567199936
Scenario 23,1972,0.01782,0.033529650690495405,2.80246043935401,2.0195999885019735
Scenario 23,1973,0.11124999999999999,0.05712519025875196,3.114234163232144,2.134970022091722
Scenario 23,1974,0.05993,-0.025530936839201823,3.3008702166346464,2.0804622373041086
Scenario 23,1975,-0.07334,-0.004768553324025371,3.0587843949466618,2.070541442186903
Scenario 23,1976,0.14044,0.14261096082556857,3.4883600753729707,2.365823346686336
Scenario 23,1977,0.05586,0.0026208337289908012,3.6832198691833047,2.3720237763101655
Scenario 24,1949,-0.05304,-0.08417794970986459,0.94696,0.9158220502901354
Scenario 24,1950,0.029720000000000003,-0.02865767380435813,0.9751036512,0.8895767207100822
Scenario 24,1951,0.04102999999999999,0.08080357142857131,1.0151121540087358,0.9614576968031736
Scenario 24,1952,0.03747,-0.013530474469906073,1.053148406419443,0.9484487179826836
Scenario 24,1953,0.10266,0.0988141504733433,1.161264621822463,1.042168872317674
Scenario 24,1954,0.010520000000000002,-0.040159574468084935,1.1734811256440354,1.0003158138815123
Scenario 24,1955,0.03309,0.03360680340170075,1.2123116160915965,1.0339332307782405
Scenario 24,1956,0.005899999999999999,0.05021925245353942,1.219464254626537,1.0858565847147965
Scenario 24,1957,0.19938,0.24300963830448774,1.4626010377139762,1.3497302006168856
Scenario 24,1958,0.05800000000000001,0.02529314856090714,1.5474318979013868,1.3838691270982315
Scenario 24,1959,-0.018429999999999995,-0.05654555940023065,1.5189127280230643,1.3056174731697532
Scenario 24,1960,0.13581000000000001,0.1428959549205071,1.7251962656158766,1.4921849287592446
Scenario 24,1961,-0.05094000000000001,-0.10084320227380394,1.6373147678454039,1.3417082221584544
Scenario 24,1962,0.17366,0.2181214322781524,1.9216508504294365,1.63436354127503
Scenario 24,1963,-0.05819,-0.08330737784699249,1.8098299874429478,1.4982090002026822
Scenario 24,1964,-0.08698,-0.0698655256723717,1.65241097513516,1.3935358408364433
Scenario 24,1965,0.10207,0.09778862436497637,1.8210725633672058,1.5298077937151298
Scenario 24,1966,0.08045,0.04704913266789412,1.9675778510900974,1.6017839235580114
Scenario 24,1967,0.11705000000000002,0.12198674166331869,2.1978828385601936,1.7971803252415395
Scenario 24,1968,0.06411000000000001,0.04879755568697042,2.338789107340288,1.884878332242041
Scenario 24,1969,0.00939,-0.05690927777258714,2.3607503370582132,1.777611267664948
Scenario 24,1970,-0.013679999999999994,-0.02043897109941395,2.3284552724472567,1.7412787223391515
Scenario 24,1971,0.05256,-0.010193718262177853,2.4508388815670843,1.7235286176277012
Scenario 24,1972,0.01782,0.033529650690495405,2.4945128304366095,1.7813179301318305
Scenario 24,1973,0.11124999999999999,0.05712519025875196,2.7720273828226825,1.8830760558019375
Scenario 24,1974,0.05993,-0.025530936839201823,2.938154983875246,1.834999359957845
Scenario 24,1975,-0.07334,-0.004768553324025371,2.722670697357836,1.8262490676603336
Scenario 24,1976,0.14044,0.14261096082556857,3.10504257009477,2.0866922019061724
Scenario 24,1977,0.05586,0.0026208337289908012,3.278490248060264,2.0921610752109503
Scenario 24,1978,-0.0058200000000000005,-0.027125941872981785,3.259409434816553,2.035409235495863
Scenario 25,1950,0.029720000000000003,-0.02865767380435813,1.02972,0.9713423261956419
Scenario 25,1951,0.04102999999999999,0.08080357142857131,1.0719694115999998,1.049830255231986
Scenario 25,1952,0.03747,-0.013530474469906073,1.1121361054526517,1.0356255537658348
Scenario 25,1953,0.10266,0.0988141504733433,1.2263079980384208,1.1379600130696914
Scenario 25,1954,0.010520000000000002,-0.040159574468084935,1.239208758177785,1.0922600231831163
Scenario 25,1955,0.03309,0.03360680340170075,1.280214175985888,1.1289673910457685
Scenario 25,1956,0.005899999999999999,0.05021925245353942,1.2877674396242047,1.1856632894685097
Scenario 25,1957,0.19938,0.24300963830448774,1.5445225117364787,1.4737908965931614
Scenario 25,1958,0.05800000000000001,0.02529314856090714,1.6341048174171946,1.5110677086884048
Scenario 25,1959,-0.018429999999999995,-0.05654555940023065,1.6039882656321958,1.4256235398089943
Scenario 25,1960,0.13581000000000001,0.1428959549205071,1.8218259119877043,1.629339376887154
Scenario 25,1961,-0.05094000000000001,-0.10084320227380394,1.7290221000310506,1.465031576531049
Scenario 25,1962,0.17366,0.2181214322781524,2.029284077922443,1.784586362336721
Scenario 25,1963,-0.05819,-0.08330737784699249,1.911200037428136,1.635917151948946
Scenario 25,1964,-0.08698,-0.0698655256723717,1.7449638581726366,1.5216229401715837
Scenario 25,1965,0.10207,0.09778862436497637,1.9230723191763173,1.6704203542931537
Scenario 25,1966,0.08045,0.04704913266789412,2.077783487254052,1.749012183153443
Scenario 25,1967,0.11705000000000002,0.12198674166331869,2.320988044437139,1.9623684805057793
Scenario 25,1968,0.06411000000000001,0.04879755568697042,2.4697865879660044,2.0581272657116156
Scenario 25,1969,0.00939,-0.05690927777258714,2.492977884027005,1.941000729455898
Scenario 25,1970,-0.013679999999999994,-0.02043897109941395,2.4588739465735157,1.9013286716426074
Scenario 25,1971,0.05256,-0.010193718262177853,2.5881123612054195,1.8819470628400818
Scenario 25,1972,0.01782,0.033529650690495405,2.6342325234821,1.9450480904751135
Scenario 25,1973,0.11124999999999999,0.05712519025875196,2.9272908917194838,2.0561593327059264
Scenario 25,1974,0.05993,-0.025530936839201823,3.1027234348602324,2.003663658651276
Scenario 25,1975,-0.07334,-0.004768553324025371,2.875169698147583,1.9941090816515858
Scenario 25,1976,0.14044,0.14261096082556857,3.278958530555429,2.278490893776911
Scenario 25,1977,0.05586,0.0026208337289908012,3.4621211540722556,2.2844624395625197
Scenario 25,1978,-0.0058200000000000005,-0.027125941872981785,3.441971608955555,2.2224942442159366
Scenario 25,1979,0.13165000000000002,0.08312595712098014,3.895107171274554,2.4072412054622556
Scenario 26,1951,0.04102999999999999,0.08080357142857131,1.04103,1.0808035714285713
Scenario 26,1952,0.03747,-0.013530474469906073,1.0800373940999999,1.0661797862983737
Scenario 26,1953,0.10266,0.0988141504733433,1.190914032978306,1.1715334361332983
Scenario 26,1954,0.010520000000000002,-0.040159574468084935,1.2034424486052377,1.1244851518630516
Scenario 26,1955,0.03309,0.03360680340170075,1.2432643592295851,1.1622755032898449
Scenario 26,1956,0.005899999999999999,0.05021925245353942,1.2505996189490396,1.2206441102101222
Scenario 26,1957,0.19938,0.24300963830448774,1.4999441709750994,1.5172723939307873
Scenario 26,1958,0.05800000000000001,0.02529314856090714,1.5869409328916553,1.5556489899978418
Scenario 26,1959,-0.018429999999999995,-0.05654555940023065,1.557693611498462,1.4676839476280101
Scenario 26,1960,0.13581000000000001,0.1428959549205071,1.7692439808760683,1.6774100468458142
Scenario 26,1961,-0.05094000000000001,-0.10084320227380394,1.6791186924902415,1.5082546461956308
Scenario 26,1962,0.17366,0.2181214322781524,1.9707144446280966,1.8372373098639998
Scenario 26,1963,-0.05819,-0.08330737784699249,1.8560385710951877,1.6841818870965675
Scenario 26,1964,-0.08698,-0.0698655256723717,1.6946003361813282,1.5665156342266788
Scenario 26,1965,0.10207,0.09778862436497637,1.8675681924953562,1.7197030431439342
Scenario 26,1966,0.08045,0.04704913266789412,2.0178140535816076,1.8006135797701943
Scenario 26,1967,0.11705000000000002,0.12198674166331869,2.253999188553335,2.0202645633610845
Scenario 26,1968,0.06411000000000001,0.04879755568697042,2.3985030765314894,2.11884853589411
Scenario 26,1969,0.00939,-0.05690927777258714,2.42102502042012,1.9982663960068723
Scenario 26,1970,-0.013679999999999994,-0.02043897109941395,2.3879053981407727,1.9574238868899578
Scenario 26,1971,0.05256,-0.010193718262177853,2.513413705867052,1.9374704592673444
Scenario 26,1972,0.01782,0.033529650690495405,2.5582027381056025,2.002433166989732
Scenario 26,1973,0.11124999999999999,0.05712519025875196,2.842802792719851,2.116822542634456
Scenario 26,1974,0.05993,-0.025530936839201823,3.013171964087552,2.0627780799986573
Scenario 26,1975,-0.07334,-0.004768553324025371,2.7921859322413707,2.052941612728553
Scenario 26,1976,0.14044,0.14261096082556857,3.1843205245653485,2.345713588638564
Scenario 26,1977,0.05586,0.0026208337289908012,3.362196669067569,2.35186131393022
Scenario 26,1978,-0.0058200000000000005,-0.027125941872981785,3.3426286844535955,2.2880648606352345
Scenario 26,1979,0.13165000000000002,0.08312595712098014,3.7826857507619116,2.4782624421304202
Scenario 26,1980,0.22313000000000002,0.21607675482203215,4.626716422329417,3.013757348223286
Scenario 27,1952,0.03747,-0.013530474469906073,1.03747,0.9864695255300939
Scenario 27,1953,0.10266,0.0988141504733433,1.1439766701999998,1.0839466736631922
Scenario 27,1954,0.010520000000000002,-0.040159574468084935,1.1560113047705038,1.0404158365027822
Scenario 27,1955,0.03309,0.03360680340170075,1.19426371884536,1.0753808869761472
Scenario 27,1956,0.005899999999999999,0.05021925245353942,1.2013098747865476,1.1293857112229135
Scenario 27,1957,0.19938,0.24300963830448774,1.4408270376214896,1.4038373244134503
Scenario 27,1958,0.05800000000000001,0.02529314856090714,1.524395005803536,1.4393447904151861
Scenario 27,1959,-0.018429999999999995,-0.05654555940023065,1.496300405846577,1.3579562340713518
Scenario 27,1960,0.13581000000000001,0.1428959549205071,1.6995129639646005,1.5520026868792334
Scenario 27,1961,-0.05094000000000001,-0.10084320227380394,1.6129397735802438,1.3954937659967837
Scenario 27,1962,0.17366,0.2181214322781524,1.8930428946601887,1.699880864971235
Scenario 27,1963,-0.05819,-0.08330737784699249,1.7828867286199124,1.558268247458204
Scenario 27,1964,-0.08698,-0.0698655256723717,1.6278112409645522,1.4493990172109712
Scenario 27,1965,0.10207,0.09778862436497637,1.7939619343298039,1.5911337532599807
Scenario 27,1966,0.08045,0.04704913266789412,1.9382861719466364,1.6659952163094738
Scenario 27,1967,0.11705000000000002,0.12198674166331869,2.1651625683729905,1.8692245443737423
Scenario 27,1968,0.06411000000000001,0.04879755568697042,2.303971140631383,1.960438133169272
Scenario 27,1969,0.00939,-0.05690927777258714,2.3256054296419117,1.8488710148927696
Scenario 27,1970,-0.013679999999999994,-0.02043897109941395,2.29379114736441,1.8110819936528322
Scenario 27,1971,0.05256,-0.010193718262177853,2.4143528100698832,1.792620334059832
Scenario 27,1972,0.01782,0.033529650690495405,2.4573765771453284,1.8527262676815373
Scenario 27,1973,0.11124999999999999,0.05712519025875196,2.7307597213527464,1.9585636082202325
Scenario 27,1974,0.05993,-0.025530936839201823,2.8944141514534167,1.9085596444432025
Scenario 27,1975,-0.07334,-0.004768553324025371,2.6821378175858235,1.899458576006592
Scenario 27,1976,0.14044,0.14261096082556857,3.058817252687576,2.1703421885792586
Scenario 27,1977,0.05586,0.0026208337289908012,3.229682784422704,2.176030294590539
Scenario 27,1978,-0.0058200000000000005,-0.027125941872981785,3.2108860306173637,2.1170034233056287
Scenario 27,1979,0.13165000000000002,0.08312595712098014,3.63359917654814,2.2929813590963004
Scenario 27,1980,0.22313000000000002,0.21607675482203215,4.444364160811326,2.7884413300372417
Scenario 27,1981,0.18168000000000004,0.1433768746976294,5.2518162415475285,3.1882393332156824
Scenario 28,1953,0.10266,0.0988141504733433,1.10266,1.0988141504733433
Scenario 28,1954,0.010520000000000002,-0.040159574468084935,1.1142599832,1.0546862417708236
Scenario 28,1955,0.03309,0.03360680340170075,1.151130846044088,1.0901308749484944
Scenario 28,1956,0.005899999999999999,0.05021925245353942,1.1579225180357482,1.1448764325649305
Scenario 28,1957,0.19938,0.24300963830448774,1.3887891096817158,1.4230924403458665
Scenario 28,1958,0.05800000000000001,0.02529314856090714,1.4693388780432552,1.4590869288554384
Scenario 28,1959,-0.018429999999999995,-0.05654555940023065,1.4422589625209181,1.3765820422497432
Scenario 28,1960,0.13581000000000001,0.1428959549205071,1.638132152220884,1.5732900477034422
Scenario 28,1961,-0.05094000000000001,-0.10084320227380394,1.5546857003867522,1.4146344411875214
Scenario 28,1962,0.17366,0.2181214322781524,1.8246724191159156,1.7231965316493472
Scenario 28,1963,-0.05819,-0.08330737784699249,1.7184947310475605,1.579641547082608
Scenario 28,1964,-0.08698,-0.0698655256723717,1.5690200593410435,1.4692790600217631
Scenario 28,1965,0.10207,0.09778862436497637,1.7291699367979836,1.6129578381095568
Scenario 28,1966,0.08045,0.04704913266789412,1.8682816582133812,1.688846105422493
Scenario 28,1967,0.11705000000000002,0.12198674166331869,2.0869640263072577,1.8948629389937686
Scenario 28,1968,0.06411000000000001,0.04879755568697042,2.2207592900338162,1.9873276187784934
Scenario 28,1969,0.00939,-0.05690927777258714,2.2416122197672337,1.874230239296294
Scenario 28,1970,-0.013679999999999994,-0.02043897109941395,2.2109469646008177,1.8359229016016694
Scenario 28,1971,0.05256,-0.010193718262177853,2.3271543370602368,1.8172080207916619
Scenario 28,1972,0.01782,0.033529650690495405,2.36862422734665,1.8781383709607729
Scenario 28,1973,0.11124999999999999,0.05712519025875196,2.632133672638965,1.9854273827341695
Scenario 28,1974,0.05993,-0.025530936839201823,2.7898774436402185,1.9347375616267617
